Word,Arousal,Valence,ValenceCategory,ValenceVsNeutral,Happiness,Anger,Fear,Sadness,Disgust,Surprise,Dominant_Emotion,N_Arousal,N_Valence,N_Primary_Emotion,N_Unknown_Arousal,N_Unknown_Valence,N_Unknown_Primary_Emotion,Concreteness,ConcretenessCategory,Imageability,ImageabilityCategory,SourceImageability,Frequency_Zipf,Prevalence,Length,Nsyl,N_phonemes,PoS,OLD20,AoA,DLP_RT,DLP_Acc,DCP_RT,DCP_Acc
vogel,2.357142857,3.45,positive,neutral,2.771428571,1,1,1,1,1,Happiness,16,20,7,0,0,0,4.866666667,high,6.83,high,van Loon,4.508753205,3.170217758,5,2,5,N,1.8,4.240178571,478.1336842,0.951219512,944.26,1
knuffelbeest,2.294117647,4.473684211,positive,valenced,3.84,1,1,1,1,1.1,Happiness,13,19,10,0,0,1,4.2,high,#N/A,#N/A,#N/A,2.204391332,2.735079391,12,3,10,N,4.15,4.25,566.31225,0.975609756,1056.3,1
baby,3.285714286,4.421052632,positive,valenced,3.581818182,1.090909091,1.181818182,1,1.181818182,1.272727273,Happiness,16,19,11,0,0,0,4.666666667,high,6.83,high,van Loon,5.181263475,2.706690129,4,2,4,N,1.8,4.252476415,487.3011429,0.975609756,975.66,1
sneeuw,2.375,3.421052632,positive,neutral,2.272727273,1,1.181818182,1,1,1.727272727,Happiness,17,19,11,0,0,0,4.8,high,6.8,high,van Loon,4.385759947,2.748957071,6,1,4,N,1.9,4.25625,479.7073529,1,953.5,1
bloem,1.823529412,3.684210526,positive,valenced,3.4,1,1,1.1,1,1.8,Happiness,17,19,10,0,0,0,4.666666667,high,6.77,high,van Loon,4.130079551,2.872808046,5,1,4,N,1.65,4.268985849,479.6182857,1,931.36,1
mooi,3,4.315789474,positive,valenced,3.555555556,1,1,1,1,1.444444444,Happiness,16,19,9,0,0,0,2.066666667,low,6.2,high,de Deyne et al. 2019,5.789623857,2.647341914,4,1,3,ADJ,1.05,4.275,475.8164865,1,999.52,1
groot,3.125,3.421052632,positive,neutral,1.8,1,1.2,1.1,1,1.3,Happiness,14,19,10,0,0,0,3.2,high,6.4,high,de Deyne et al. 2019,5.375674585,2.737080443,5,1,4,ADJ,1.55,4.275,514.3588889,0.975609756,959.04,1
braaf,1.9375,3.947368421,positive,valenced,2.4,1,1.2,1.1,1.2,1.2,Happiness,16,19,10,0,0,0,1.866666667,low,4.5,high,de Deyne et al. 2019,4.303215503,2.601629683,5,1,4,ADJ,1.55,4.275,501.5291667,0.975609756,1032.38,1
op,2.428571429,2.65,negative,neutral,1.072727273,1.345454545,1.072727273,2.054545455,1.072727273,1.072727273,Sadness,16,20,11,0,0,0,1.866666667,low,#N/A,#N/A,#N/A,6.906808999,2.773198672,2,1,2,Function,1.1,4.277777778,475.6193939,0.975,970.09,0.99
tekenen,2.857142857,3.2,positive,neutral,1.9,1,1.1,1,1,1.2,Happiness,14,20,10,0,0,0,4,high,6.27,high,van Loon,4.678332603,2.420956004,7,3,6,WW,1.8,4.277777778,497.9372222,0.975,999.38,0.99
toilet,2.5625,3.166666667,positive,neutral,1.711111111,1,1,1,2.266666667,1,Disgust,15,18,9,0,0,0,4.866666667,high,6.47,high,van Loon,4.596519026,2.524971465,6,2,6,N,2,4.28125,502.1137143,0.975609756,1041.34,0.99
zoen,3.25,4.263157895,positive,valenced,3.945454545,1.072727273,1.072727273,1.072727273,1.163636364,2.018181818,Happiness,16,19,11,0,0,0,4.666666667,high,6.23,high,van Loon,3.999708925,2.347945739,4,1,3,N,1,4.296064815,521.0171053,0.975,954.45,1
arm,2.533333333,2.105263158,negative,neutral,1,1.272727273,1.727272727,2.363636364,1.181818182,1,Sadness,17,19,11,0,0,0,4.133333333,high,6.67,high,van Loon,4.899054616,3.148574889,3,1,3,N,1.25,4.3,505.3368571,0.975609756,1020.19,1
haar,2.571428571,3.105263158,positive,neutral,3.222222222,1.222222222,1.333333333,1.333333333,1.333333333,1.555555556,Happiness,16,19,9,0,0,0,4.733333333,high,6.6,high,van Loon,6.473613707,3.251063554,4,1,3,N,1,4.30625,472.8226471,1,930.32,1
spel,3.4375,3.722222222,positive,valenced,3.454545455,1.090909091,1.090909091,1.090909091,1.090909091,1.727272727,Happiness,16,18,11,0,0,0,4.2,high,5.4,high,van Loon,4.978215223,3.14253614,4,1,4,N,1.4,4.307142857,500.0189744,1,970.8,1
pyjama,2.1875,3.368421053,positive,neutral,2.325,1,1,1.375,1,1.25,Happiness,15,19,8,0,0,0,4.733333333,high,6,high,de Deyne et al. 2008,3.76916308,2.003917687,6,3,6,N,2.85,4.311111111,517.154359,1,1219.85,0.98
stop,3.066666667,2.421052632,negative,neutral,1,2.2,2.125,1.5,1.625,1.125,Anger,17,19,8,0,0,0,3.8,high,3.67,low,van Loon,5.479964662,2.986238083,4,1,4,N,1.05,4.316745283,534.7825806,0.95,958.11,1
zwart,2.933333333,3,neutral,neutral,1.181818182,1.909090909,1.727272727,2.454545455,1.454545455,1,Sadness,15,19,11,0,0,0,4.266666667,high,6.65,high,de Deyne et al. 2019,4.758207674,2.758608104,5,1,5,ADJ,1.75,4.325,496.7202857,0.975609756,953.38,1
foei,3.142857143,1.95,negative,neutral,1,3.133333333,1.177777778,1.222222222,1.444444444,1,Anger,16,20,9,0,0,0,1.933333333,low,#N/A,#N/A,#N/A,3.021974455,1.922090107,4,1,3,Function,1.55,4.333333333,566.0907895,0.926829268,1137.15,0.97
zien,2.857142857,3.5,positive,neutral,2.090909091,1.363636364,1.363636364,1.272727273,1.272727273,2.181818182,Surprise,16,20,11,0,0,0,3.933333333,high,5.87,high,van Loon,6.18718325,2.947896283,4,1,3,WW,1.1,4.3375,510.1897297,0.951219512,917.41,1
komen,3.3125,3.210526316,positive,neutral,1.3,1,1,1,1,1.2,Happiness,16,19,10,0,0,0,3.333333333,high,4.9,high,van Loon,6.058378644,2.773562236,5,2,4,WW,1,4.3375,487.4828205,0.975609756,1020.48,1
leuk,3.235294118,4.473684211,positive,valenced,4.109090909,1.090909091,1.181818182,1.090909091,1.181818182,2.236363636,Happiness,16,19,11,0,0,0,1.8,low,4.45,high,de Deyne et al. 2019,5.77493398,3.188041444,4,1,3,ADJ,1.25,4.3375,517.6345455,0.95,942.05,1
blij,3.133333333,4.473684211,positive,valenced,4.636363636,1,1,1,1,2.363636364,Happiness,15,19,11,0,0,0,2.266666667,low,6.15,high,de Deyne et al. 2019,5.442943762,2.746142313,4,1,3,ADJ,1.6,4.3375,487.1086111,1,957.17,0.99
donker,2.5625,2.578947368,negative,neutral,1.2,1.5,2.8,2.3,1.5,1.6,Fear,16,19,10,0,0,0,4,high,6.3,high,de Deyne et al. 2019,4.809166989,2.486816917,6,2,6,ADJ,1.45,4.3375,558.1631034,0.975,982.89,0.99
kus,3.125,4.210526316,positive,valenced,4.133333333,1,1.111111111,1.333333333,1.222222222,1.888888889,Happiness,16,19,9,0,0,1,4.733333333,high,6.23,high,van Loon,4.715061072,3.170402406,3,1,3,N,1,4.3375,501.1656757,1,934.86,1
bravo,3.529411765,4.315789474,positive,valenced,3.2,1,1,1,1,1.3,Happiness,16,19,10,0,0,0,1.866666667,low,#N/A,#N/A,#N/A,4.286083544,2.550204065,5,2,5,Function,1.95,4.3375,519.6825714,1,1053.42,0.99
hap,2.8125,3.444444444,positive,neutral,1.777777778,1.222222222,1.222222222,1.222222222,1.333333333,1.444444444,Happiness,15,18,9,0,0,0,3.933333333,high,5.4,high,van Loon,3.962369336,2.300946543,3,1,3,N,1,4.3375,533.17,0.975,998.6,0.99
oma,2.235294118,3.789473684,positive,valenced,3.8,1.1,1.1,1.3,1.2,1.5,Happiness,15,19,10,0,0,0,3.866666667,high,6.53,high,van Loon,4.862471881,2.570495932,3,2,3,N,1.55,4.34375,522.9394444,0.975,891.12,0.99
zon,2.6875,4.421052632,positive,valenced,4.454545455,1,1,1,1,1.363636364,Happiness,17,19,11,0,0,0,4.4,high,6.8,high,van Loon,4.836781593,2.481641964,3,1,3,N,1,4.35,515.6825,1,882.95,0.99
naam,2.647058824,3.105263158,positive,neutral,1.7,1.2,1.4,1.2,1.5,1.3,Happiness,14,19,10,0,0,0,2.6,low,5,high,van Loon,5.672650539,2.858228048,4,1,3,N,1.3,4.360635965,534.0438235,0.975,969.4,1
kip,2.5625,3.5,positive,neutral,1,1,1,1,1.272727273,1,Disgust,17,18,11,0,0,0,4.866666667,high,6.782608696,high,de Deyne et al. 2008,4.578548675,3.168594725,3,1,3,N,1,4.36875,517.4857143,0.975,957.81,0.99
bruin,2.8,2.947368421,negative,neutral,1.181818182,1,1.181818182,1.272727273,1.363636364,1,Disgust,16,19,11,0,0,0,3.8,high,6.4,high,de Deyne et al. 2019,4.135927335,2.752134298,5,1,4,ADJ,1.5,4.36875,551.2182857,0.975,922.74,1
ijsje,2.4375,3.947368421,positive,valenced,3.025,1,1,1,1,1.5,Happiness,14,19,8,0,0,0,4.933333333,high,6.63,high,van Loon,3.871111545,2.588683619,5,2,4,N,1.85,4.38,473.0765,1,974.8,1
kleren,2.705882353,3.473684211,positive,neutral,2.1,1.5,1.2,1.5,1.5,1.3,Happiness,16,19,10,0,0,0,4.333333333,high,6.37,high,van Loon,5.020565535,2.442800968,6,2,5,N,1.3,4.388888889,547.9,0.95,926.22,0.99
kerstboom,2.357142857,4.1,positive,valenced,3.454545455,1,1,1.090909091,1,1.909090909,Happiness,14,20,11,0,0,0,4.533333333,high,6.73,high,van Loon,3.581938286,2.680880658,9,2,8,N,2.65,4.388888889,558.82575,1,1066.9,0.99
kleur,2.8125,3.722222222,positive,valenced,3.054545455,1,1,1,1,1.181818182,Happiness,17,18,11,0,0,0,3.066666667,high,6,high,van Loon,4.598525692,2.735139249,5,1,4,N,1.6,4.397916667,495.6675,0.951219512,1003.06,0.99
gaan,3.6,3.157894737,positive,neutral,1.909090909,1.181818182,1.090909091,1,1,1.181818182,Happiness,16,19,11,0,0,0,2.8,low,3.97,low,van Loon,6.423313438,3.124816115,4,1,3,WW,1,4.4,498.3994444,1,938.12,0.99
ogen,2.642857143,3.5,positive,neutral,2.555555556,1.444444444,1.444444444,1.555555556,1.222222222,1.777777778,Happiness,15,20,9,0,0,0,5,high,6.63,high,van Loon,5.416397667,2.699507164,4,2,3,N,1,4.4,548.8528571,0.975,945.5,0.99
huilen,3.352941176,1.684210526,negative,neutral,1.222222222,1.955555556,2.111111111,4.555555556,1.333333333,1.222222222,Sadness,15,19,9,0,0,0,4.133333333,high,6.5,high,van Loon,4.736532746,2.857972132,6,2,4,WW,1.1,4.4,534.2128571,0.975,970.8,1
zwijgen,1.928571429,2.5,negative,neutral,1,1.909090909,2.090909091,2.090909091,1.363636364,1.272727273,Joint,16,20,11,0,0,0,3.533333333,high,5.7,high,van Loon,4.396652591,2.804824001,7,2,5,WW,1.65,4.4,545.6394118,0.95,988.11,0.99
teddybeer,1.928571429,4.05,positive,valenced,3.1,1,1.2,1.5,1.1,1.3,Happiness,13,20,10,0,0,0,4.733333333,high,6.37,high,van Loon,3.40454295,2.374275929,9,3,7,N,3.7,4.4,533.71425,0.975609756,1007.11,0.99
choco,2.466666667,3.473684211,positive,neutral,3.818181818,1,1,1,1,1.272727273,Happiness,16,19,11,0,0,0,4.6,high,#N/A,#N/A,#N/A,2.877716801,2.169694862,5,2,4,N,2.05,4.4,576.9188889,0.95,1278.35,0.95
hoera,3.8125,4.368421053,positive,valenced,4.909090909,1,1,1,1,3.727272727,Happiness,17,19,11,0,0,0,2,low,#N/A,#N/A,#N/A,3.881669908,2.113955119,5,2,4,Function,1.75,4.404612159,501.9238889,0.951219512,933.88,0.99
jasje,2.625,3.263157895,positive,neutral,1.375,1,1.25,1.25,1,1.125,Happiness,16,19,8,0,0,0,4.8,high,6.4,high,van Loon,4.2183648,2.416400382,5,2,5,N,1.55,4.405753968,517.8486111,0.975609756,987.7,0.99
zand,2.4375,3,neutral,neutral,2.036363636,1.181818182,1,1.181818182,1.363636364,1.090909091,Happiness,15,19,11,0,0,0,4.933333333,high,6.03,high,van Loon,4.300736748,3.158161164,4,1,4,N,1.3,4.406367925,479.1145714,1,951.89,0.99
katje,2.75,3.833333333,positive,valenced,3.363636364,1,1.090909091,1,1,1.509090909,Happiness,16,18,11,0,0,0,4.8,high,#N/A,#N/A,#N/A,3.165392727,2.817654804,5,2,5,N,1,4.416509434,533.80775,1,1034.51,1
fiets,3.125,3.368421053,positive,neutral,2.181818182,1.181818182,1.181818182,1.181818182,1.181818182,1.363636364,Happiness,17,19,11,0,0,0,4.933333333,high,6.75,high,de Deyne et al. 2008,4.337407343,2.873307355,5,1,4,N,1.5,4.423349057,487.9135135,1,944.52,0.99
man,2.785714286,3.3,positive,neutral,1.75,1.375,1,1,1,1.625,Happiness,15,20,8,0,0,0,4.266666667,high,6.68,high,van Loon,6.147309755,3.235811662,3,1,3,N,1,4.44375,515.9614286,0.95,903.02,1
jongens,2.9375,3.277777778,positive,neutral,1.636363636,1.454545455,1.181818182,1,1.181818182,1.090909091,Happiness,16,18,11,0,0,0,4.466666667,high,#N/A,#N/A,#N/A,5.586418617,3.191142083,7,2,6,N,1.85,4.444444444,498.8923529,0.975,923.86,1
oren,2.75,3.166666667,positive,neutral,1.25,1,1,1,1.166666667,1,Happiness,17,18,12,0,0,0,4.933333333,high,#N/A,#N/A,#N/A,4.63499791,2.640440667,4,2,3,N,1,4.444444444,475.0616667,0.902439024,960.67,1
koekjes,2.5,3.75,positive,valenced,2.9,1,1,1,1,1.2,Happiness,16,20,10,0,0,0,4.8,high,#N/A,#N/A,#N/A,4.262315797,3.196576439,7,2,6,N,1.65,4.444444444,519.5602703,1,1017.45,1
speelplaats,3.071428571,3.5,positive,neutral,2.636363636,1.090909091,1.090909091,1,1,1.090909091,Happiness,14,20,11,0,0,0,4.533333333,high,6.33,high,van Loon,3.165392727,2.705254476,11,2,9,N,3.45,4.444444444,534.051,1,1038.7,1
deur,2.4375,3,neutral,neutral,1.2,1.2,1.2,1.2,1.2,1.2,Joint,15,19,10,0,0,0,4.933333333,high,6.76,high,van Loon,5.39353379,2.792695919,4,1,3,N,1.3,4.444907407,492.0197297,1,934.12,1
trap,2.941176471,3,neutral,neutral,1.090909091,1,1.090909091,1,1,1,Joint,16,19,11,0,0,0,4.733333333,high,6.68,high,van Loon,4.718302349,2.383440216,4,1,4,N,1.45,4.447043011,495.2665789,1,940.57,1
bang,3.6875,1.777777778,negative,neutral,1,1.545454545,4.545454545,1.818181818,1.272727273,1.181818182,Fear,14,18,11,0,0,0,2.6,low,5.9,high,de Deyne et al. 2019,5.678707079,2.553470295,4,1,3,ADJ,1.1,4.45,495.7113514,1,1012.51,0.99
jaar,2.75,3.157894737,positive,neutral,1.222222222,1,1.111111111,1.111111111,1,1.111111111,Happiness,15,19,9,0,0,1,2.066666667,low,3.9,low,van Loon,5.882335126,2.877730202,4,1,3,N,1.15,4.452437107,498.49375,0.975,979.86,1
puzzel,2.357142857,3.3,positive,neutral,1.963636364,1.090909091,1,1,1,1.818181818,Happiness,16,20,11,0,0,0,4.666666667,high,5.77,high,van Loon,3.720952717,2.48575323,6,2,5,N,2.1,4.45625,516.6252941,0.975,929.27,0.99
dag,2.571428571,3.3,positive,neutral,2.555555556,1.222222222,1.111111111,1.222222222,1.222222222,1.777777778,Happiness,14,20,9,0,0,0,3,high,4.03,high,van Loon,5.928682095,3.146510598,3,1,3,N,1.2,4.4625,492.9410345,0.926829268,1005.08,1
willen,3,3.5,positive,neutral,1.5,1.25,1.166666667,1.25,1,1.416666667,Happiness,16,20,12,0,0,0,1.733333333,low,3.13,low,van Loon,5.877529598,3.167742879,6,2,4,WW,1,4.4625,542.0244737,0.975609756,992.27,1
kijken,2.785714286,3.3,positive,neutral,1.444444444,1.111111111,1,1,1.111111111,1.222222222,Happiness,16,20,9,0,0,1,3.666666667,high,6.2,high,van Loon,5.69480449,2.905216536,6,2,4,WW,1.25,4.4625,505.0347222,0.951219512,956.98,1
vallen,3.705882353,2.315789474,negative,neutral,1,1.375,2.25,1.25,1,2,Fear,16,19,8,0,0,0,3.8,high,6.17,high,van Loon,5.257622425,3.162291136,6,2,4,WW,1.15,4.4625,518.5425714,1,989.6,1
hoog,3.375,3.111111111,positive,neutral,1.727272727,1,1.727272727,1,1,1.272727273,Joint,14,18,11,0,0,0,3.133333333,high,6.3,high,de Deyne et al. 2019,4.800921121,3.077727542,4,1,3,ADJ,1.2,4.4625,534.2825,0.951219512,993.75,1
kruipen,3.4,2.894736842,negative,neutral,1.363636364,1,1,1,1.181818182,1.272727273,Happiness,16,19,11,0,0,0,4.066666667,high,6.43,high,van Loon,4.089201903,2.437904811,7,2,5,WW,1.35,4.4625,524.7894872,1,965.84,1
juf,3.235294118,3.210526316,positive,neutral,2.125,1,1,1,1,1.125,Happiness,17,19,8,0,0,0,3.6,high,6,high,van Loon,3.673094666,3.146751963,3,1,3,N,1.4,4.4625,510.3336111,0.975,942.7,1
patatjes,2.6875,3.315789474,positive,neutral,2.272727273,1.181818182,1.181818182,1.181818182,1.181818182,1.363636364,Happiness,14,19,11,0,0,0,4.666666667,high,#N/A,#N/A,#N/A,2.473194909,1.934265692,8,3,8,N,1.9,4.470588235,652.8002857,0.902439024,1238.59,0.98
kleurboek,2.333333333,3.315789474,positive,neutral,2,1,1,1,1,1,Happiness,16,19,11,0,0,0,4.6,high,6.1,high,van Loon,2.262213705,2.763925624,9,2,7,N,2.8,4.472222222,575.3422857,1,1067.73,0.99
oei,3.666666667,2.157894737,negative,neutral,1,1,1.666666667,2.222222222,1.222222222,1.888888889,Sadness,17,19,9,0,0,0,1,low,#N/A,#N/A,#N/A,3.303714309,2.013024918,3,1,2,Function,1,4.473684211,534.8254286,0.95,1129.3,0.97
oor,2.5625,3.222222222,positive,neutral,1.4,1.2,1.2,1.2,1.4,1.2,Joint,16,18,10,0,0,0,4.8,high,6.47,high,van Loon,4.398243908,2.875127231,3,1,2,N,1,4.475,485.7223529,0.975609756,933.42,1
banaan,2.705882353,3.210526316,positive,neutral,1.818181818,1.181818182,1.181818182,1.181818182,1.363636364,1.181818182,Happiness,16,19,11,0,0,0,5,high,6.66,high,van Loon,3.726580518,2.538026041,6,2,5,N,1.9,4.475,534.9115385,0.975,979.2,0.99
ballon,2.1875,3.388888889,positive,neutral,1.7,1,1,1,1,1.4,Happiness,13,18,10,0,0,0,4.933333333,high,6.57,high,van Loon,3.722839506,2.835559948,6,2,5,N,1.8,4.48125,510.31675,0.975609756,970.88,1
ei,2.625,3.222222222,positive,neutral,1.96,1,1,1,1.2,1,Happiness,14,18,10,0,0,1,5,high,6.77,high,van Loon,4.209260261,2.571459296,2,1,1,N,1,4.485585586,498.5317143,0.975,945.21,1
regen,2.625,2.5,negative,neutral,1.163636364,2.254545455,1.436363636,2.290909091,1.618181818,1.763636364,Sadness,15,18,11,0,0,0,4.6,high,6.56,high,van Loon,4.422934381,2.791808317,5,2,4,N,1,4.489166667,461.6705714,1,1049.74,0.99
boot,2.823529412,3,neutral,neutral,1.7,1.1,1.3,1.1,1,1.1,Happiness,14,19,10,0,0,0,4.8,high,6.428571429,high,de Deyne et al. 2008,4.981958066,2.479589199,4,1,3,N,1,4.499242993,553.0039394,1,974.77,0.99
zes,2.733333333,3.157894737,positive,neutral,1.363636364,1,1,1.090909091,1,1.454545455,Surprise,17,19,11,0,0,0,3.466666667,high,#N/A,#N/A,#N/A,5.300688071,3.026106862,3,1,3,TW,1,4.5,524.8556757,1,936.58,1
prinses,3.176470588,4.052631579,positive,valenced,3.2,1,1,1,1,1.6,Happiness,14,19,10,0,0,0,3.666666667,high,6.37,high,van Loon,4.628038287,2.447121953,7,2,7,N,1.85,4.5,518.2675,1,1096.95,0.99
vingers,3,3,neutral,neutral,1.3,1,1,1,1,1,Happiness,16,19,8,0,0,0,4.866666667,high,#N/A,#N/A,#N/A,4.579334212,2.966396412,7,2,6,N,1.75,4.5,530.2143243,1,993.21,1
konijn,2.785714286,3.6,positive,neutral,2,1,1,1,1,1.363636364,Happiness,16,20,11,0,0,0,4.933333333,high,6.606060606,high,de Deyne et al. 2008,4.27567983,2.982527568,6,2,5,N,1.85,4.5,484.9211111,1,937.79,1
jarig,3.4,4.052631579,positive,valenced,4.363636364,1,1,1,1,2.727272727,Happiness,14,19,11,0,0,0,1.733333333,low,5.65,high,de Deyne et al. 2019,4.234286915,3.236674287,5,2,5,ADJ,1.75,4.5,492.8589189,0.975609756,947.04,1
kous,2.411764706,3,neutral,neutral,1.3,1.2,1.2,1.2,1.4,1.2,Disgust,14,19,10,0,0,0,4.666666667,high,6.47,high,van Loon,3.350461236,2.594017379,4,1,3,N,1.3,4.50129717,561.6877143,0.926829268,1052.17,0.99
ma,2.8125,3.555555556,positive,neutral,2.466666667,1,1,1,1,1,Happiness,14,18,9,0,0,0,3.2,high,6.33,high,van Loon,4.734157911,1.801469714,2,1,2,N,1,4.511111111,521.8438235,0.975,1036.76,0.98
knuffelbeer,1.8,4,positive,valenced,3.244444444,1,1.333333333,1.333333333,1,1,Happiness,15,19,9,0,0,0,4.733333333,high,#N/A,#N/A,#N/A,2.473194909,2.568879407,11,3,9,N,3.35,4.511111111,554.4173684,0.975609756,1034.27,1
veel,3.214285714,3.157894737,positive,neutral,1.545454545,1.363636364,1.272727273,1.090909091,1.272727273,1.181818182,Happiness,16,19,11,0,0,0,1.769230769,low,#N/A,#N/A,#N/A,6.06287867,2.758366428,4,1,3,Function,1,4.525,503.8977419,0.925,942.08,1
lekker,2.733333333,4.210526316,positive,valenced,3.745454545,1,1,1,1,2.145454545,Happiness,14,19,11,0,0,0,2.466666667,low,6,high,de Deyne et al. 2019,5.441149294,2.68131452,6,2,5,ADJ,1.25,4.525,496.0955882,0.975,950.93,1
vis,2.4375,3.333333333,positive,neutral,1.3,1,1,1.1,1,1.2,Happiness,17,18,10,0,0,0,4.733333333,high,6.73,high,van Loon,4.699670391,2.718428017,3,1,3,N,1,4.525,468.2893939,1,949.09,1
muis,2.941176471,2.842105263,negative,neutral,1.090909091,1.090909091,1.545454545,1.181818182,1.818181818,1.454545455,Disgust,17,19,11,0,0,0,5,high,6.151515152,high,de Deyne et al. 2008,4.046756521,3.115080578,4,1,3,N,1.2,4.535,495.2305405,0.975609756,957.19,1
vork,2.529411765,3.105263158,positive,neutral,1.3,1.3,1.5,1.4,1.4,1.3,Fear,15,19,10,0,0,0,4.866666667,high,6.433333333,high,de Deyne et al. 2008,3.715251029,2.774624374,4,1,4,N,1.5,4.535648148,505.0859459,0.902439024,1070.47,1
wit,2.266666667,3.157894737,positive,neutral,1,1,1,1,1,1,Joint,17,19,10,0,0,0,4.4,high,6.9,high,de Deyne et al. 2019,4.524767288,2.737234226,3,1,3,ADJ,1,4.5375,503.2044118,0.95,949.87,1
kousen,2.666666667,3.105263158,positive,neutral,1.111111111,1,1,1,1.111111111,1,Joint,16,19,9,0,0,0,4.666666667,high,6.33,high,van Loon,3.532410373,2.372142511,6,2,4,N,1.9,4.538888889,510.8845,0.975609756,1004.71,0.99
stil,1.375,3.222222222,positive,neutral,1.272727273,1.181818182,1.545454545,2.090909091,1,1.181818182,Sadness,16,18,11,0,0,0,3.2,high,4.2,high,de Deyne et al. 2019,5.20630522,2.678874581,4,1,4,ADJ,1.4,4.540371622,507.9466667,1,917.65,1
katten,2.6875,3.210526316,positive,neutral,3.5,1.2,1.2,1.2,1.2,1.5,Happiness,17,19,10,0,0,0,4.533333333,high,#N/A,#N/A,#N/A,4.189172969,3.211579082,6,2,4,WW,1,4.55,521.6967568,0.975,946.36,1
hoofdje,2.357142857,3.6,positive,neutral,1.7,1,1.1,1.1,1,1.3,Happiness,14,20,10,0,0,0,4.466666667,high,#N/A,#N/A,#N/A,3.372064671,2.856476203,7,2,6,N,1.9,4.55,530.2204878,1,1080.4,0.99
morsen,3.4375,2.333333333,negative,neutral,1,1.955555556,1.222222222,1.222222222,1.733333333,1.555555556,Anger,16,18,9,0,0,1,4,high,6.2,high,van Loon,3.12264177,2.630661551,6,2,5,WW,1.2,4.55,541.8285,0.975609756,1045.84,0.99
boek,2.5625,3.157894737,positive,neutral,2.3,1,1,1,1,1.25,Happiness,14,19,8,0,0,0,4.933333333,high,6.73,high,van Loon,5.178770105,3.168751844,4,1,3,N,1,4.554569892,550.9473529,1,972.82,1
jou,3.235294118,3.315789474,positive,neutral,2.25,1,1.375,1.375,1.125,1.375,Happiness,17,19,8,0,0,0,1.866666667,low,#N/A,#N/A,#N/A,6.231603987,2.467924575,3,1,2,Function,1,4.555555556,536.9394118,0.9,1022.2,1
snottebel,2.75,2.157894737,negative,neutral,1.125,1.375,1.125,1.142857143,4,1.25,Disgust,16,19,8,0,0,0,4.133333333,high,#N/A,#N/A,#N/A,2.473194909,2.179277582,9,3,8,N,2.9,4.555555556,601.4205263,0.95,1195.04,0.98
kleurpotlood,2.647058824,3.157894737,positive,neutral,2.981818182,1.181818182,1.272727273,1.181818182,1.181818182,1.454545455,Happiness,14,19,11,0,0,0,4.933333333,high,6.63,high,van Loon,1.961421094,3.220676333,12,3,10,N,4.6,4.555555556,570.5034211,1,1064.57,1
zeven,2.8125,3.111111111,positive,neutral,1,1,1,1,1,1,Joint,16,18,10,0,0,0,3.4,high,#N/A,#N/A,#N/A,5.015036849,2.91571684,5,2,4,WW,1,4.563679245,533.9830556,0.95,958.82,1
tong,3.352941176,3.052631579,positive,neutral,1.9,1.4,1.2,1.2,1.7,1.2,Happiness,15,19,10,0,0,0,5,high,6.4,high,de Deyne et al. 2008,4.503800213,2.462015945,4,1,3,N,1.25,4.572685185,519.5567568,0.975609756,976.62,1
raam,2.666666667,3.052631579,positive,neutral,1.625,1,1,1,1,1.125,Happiness,15,19,8,0,0,0,4.866666667,high,6.7,high,van Loon,4.850307979,3.214155358,4,1,3,N,1,4.575,503.0336111,0.975609756,979.75,1
doen,3.5,3.5,positive,neutral,2.4,1.1,1.3,1.1,1.1,1.6,Happiness,16,20,10,0,0,0,1.933333333,low,3.97,low,van Loon,6.427786863,2.460576308,4,1,3,WW,1,4.5875,490.9132432,1,937.8,0.99
moeten,3.714285714,2.4,negative,neutral,1,2.181818182,1.636363636,1.818181818,2,1.090909091,Anger,16,20,11,0,0,0,2,low,3.1,low,van Loon,6.249479567,2.821250129,6,2,4,WW,1.05,4.5875,520.1113514,0.926829268,1002.75,1
praten,3.25,3.277777778,positive,neutral,2.111111111,1,1,1,1,1.222222222,Happiness,14,18,9,0,0,0,3.866666667,high,6.52,high,van Loon,5.807716149,2.778209446,6,2,5,WW,1.5,4.5875,509.5120588,0.95,962.36,1
horen,2.666666667,3.105263158,positive,neutral,1.2,1,1,1,1,1.1,Happiness,14,19,10,0,0,0,3.533333333,high,5.87,high,van Loon,5.546887988,2.605180998,5,2,4,WW,1,4.5875,542.515,0.975609756,935.28,1
wakker,3.5,3.421052632,positive,neutral,2.181818182,1.181818182,1.090909091,1.272727273,1,1.418181818,Happiness,14,19,11,0,0,0,3.066666667,high,5.2,high,de Deyne et al. 2019,5.304004906,2.803548945,6,2,5,ADJ,1.05,4.5875,491.5261765,0.926829268,996.77,1
